,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
286,NBA 2K11,Action,Take-Two Interactive,4.63,0.35,0.04,0.42,5.42
287,Need for Speed: Shift,Racing,Electronic Arts,1.5799999999999998,2.81,0.06,0.97,5.42
288,MySims,Simulation,Electronic Arts,2.5,2.18,0.12,0.58,5.3999999999999995
289,Batman: Arkham Knight,Action,Warner Bros. Interactive Entertainment,2.43,2.0700000000000003,0.1,0.75,5.37
290,Resident Evil,Action,Virgin Interactive,2.05,1.16,1.4000000000000001,0.73,5.34
291,The LEGO Movie Videogame,Action,Warner Bros. Interactive Entertainment,2.3,2.28,0.11000000000000001,0.65,5.33
292,Rock Band 2,Misc,Electronic Arts,4.14,0.68,0.0,0.5,5.32
293,Pokemon Pinball,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31
294,Final Fantasy IX,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3
295,Final Fantasy X-2,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29
296,Resident Evil 6,Shooter,Capcom,2.07,1.64,0.95,0.6,5.28
297,The Incredibles,Action,THQ,2.76,2.02,0.08,0.42,5.2700000000000005
298,Donkey Kong 64,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27
299,Professor Layton and the Curious Village,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26
300,LEGO Indiana Jones 2: The Adventure Continues,Action,Activision,2.89,1.72,0.0,0.62,5.2299999999999995
301,NBA Jam,Sports,Arena Entertainment,4.11,0.85,0.0,0.25,5.22
302,WWE SmackDown vs. Raw 2010,Fighting,THQ,2.68,1.42,0.02,1.11,5.21
303,True Crime: Streets of LA,Action,Activision,3.29,1.53,0.02,0.38,5.21
304,New Super Mario Bros. U,Platform,Nintendo,2.32,1.3,1.27,0.31,5.19
305,Super Mario Land 3: Wario Land,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19
306,The Legend of Zelda: Phantom Hourglass,Action,Nintendo,1.9,1.83,0.95,0.49,5.17
307,LEGO Harry Potter: Years 5-7,Action,Warner Bros. Interactive Entertainment,2.4,2.15,0.0,0.63,5.17
308,Donkey Kong Country 2: Diddy's Kong Quest,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15
309,Tomodachi Life,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15
310,James Bond 007: Agent Under Fire,Shooter,Electronic Arts,3.11,1.5,0.1,0.45999999999999996,5.1499999999999995
311,FIFA Soccer 06,Sports,Electronic Arts,1.27,2.96,0.04,0.86,5.13
312,Kirby's Dream Land,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13
313,Disney Infinity,Action,Disney Interactive Studios,3.13,1.48,0.0,0.5,5.12
314,Microsoft Flight Simulator,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12
315,Need for Speed Rivals,Racing,Electronic Arts,1.92,2.39,0.09,0.7,5.109999999999999
316,Metal Gear Solid V: The Phantom Pain,Action,Konami Digital Entertainment,1.78,1.9400000000000002,0.71,0.63,5.08
317,James Bond 007: Nightfire,Shooter,Electronic Arts,2.73,1.71,0.12,0.51,5.0600000000000005
318,Warzone 2100,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01
319,Link's Crossbow Training,Shooter,Nintendo,3.06,1.18,0.29,0.46,5.0
320,Spyro the Dragon,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0
321,Mass Effect 2,Role-Playing,Electronic Arts,2.78,1.6099999999999999,0.06,0.54,4.99
322,The Sims: Bustin' Out,Simulation,Electronic Arts,2.83,1.88,0.0,0.29,4.98
323,LEGO Jurassic World,Action,Warner Bros. Interactive Entertainment,2.16,2.16,0.06,0.61,4.98
324,Batman: Arkham Origins,Action,Warner Bros. Interactive Entertainment,2.55,1.73,0.04,0.64,4.97
325,Mario & Sonic at the London 2012 Olympic Games,Sports,Sega,1.3199999999999998,2.55,0.54,0.56,4.97
326,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96
327,Sonic Unleashed,Platform,Sega,2.75,1.3800000000000001,0.03,0.8,4.95
328,Uncharted: Drake's Fortune,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94
329,Guitar Hero 5,Misc,Activision,2.4,1.56,0.0,0.9700000000000001,4.94
330,Wall-E,Platform,THQ,1.88,1.93,0.0,1.11,4.92
331,Dead Island,Action,Deep Silver,2.68,1.53,0.15,0.54,4.9
332,FIFA Soccer 2005,Sports,Electronic Arts,1.08,3.13,0.04,0.63,4.890000000000001
333,WWE SmackDown vs. Raw 2009,Fighting,THQ,2.78,1.11,0.01,0.9900000000000001,4.88
334,Diddy Kong Racing,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88
335,Monster Hunter Freedom 3,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87
336,Titanfall,Shooter,Electronic Arts,2.92,1.48,0.06,0.4,4.859999999999999
337,Just Dance 2015,Misc,Ubisoft,2.58,1.79,0.0,0.49,4.85
338,StarCraft II: Wings of Liberty,Strategy,Activision,2.56,1.68,0.0,0.59,4.83
339,Enter the Matrix,Action,Atari,2.84,1.6400000000000001,0.12,0.24,4.83
340,Crazy Taxi,Racing,Acclaim Entertainment,2.59,1.7200000000000002,0.19999999999999998,0.31,4.82
341,Baseball,Sports,Nintendo,1.3900000000000001,0.37,3.0,0.05,4.8100000000000005
342,Dragon Age: Inquisition,Role-Playing,Electronic Arts,2.2,1.87,0.13,0.61,4.8100000000000005
343,Midnight Club: Los Angeles,Racing,Take-Two Interactive,3.23,1.0,0.060000000000000005,0.51,4.800000000000001
344,Crash Team Racing,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79
345,Dragon Age: Origins,Role-Playing,Electronic Arts,2.7199999999999998,1.46,0.11,0.5,4.77
346,Saints Row 2,Action,THQ,2.82,1.37,0.04,0.53,4.76
347,Skate 3,Sports,Electronic Arts,2.25,1.92,0.0,0.59,4.76
348,Assassin's Creed Syndicate,Action,Ubisoft,1.51,2.56,0.06,0.63,4.76
349,Ghostbusters: The Video Game (DS Version),Action,Take-Two Interactive,1.63,2.31,0.16,0.65,4.75
350,Driver 2,Action,Atari,2.36,2.1,0.02,0.25,4.73
351,Half-Life,Shooter,Vivendi Games,4.32,0.23,0.09,0.08,4.72
352,The SpongeBob SquarePants Movie,Platform,THQ,3.21,1.23,0.0,0.27,4.7
353,BioShock,Shooter,Take-Two Interactive,2.4099999999999997,1.74,0.060000000000000005,0.51,4.69
354,WWF War Zone,Fighting,Acclaim Entertainment,3.5500000000000003,1.0,0.0,0.15,4.6899999999999995
355,Animal Crossing: City Folk,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68
356,Dragon Warrior III,Role-Playing,Enix Corporation,0.1,0.0,4.58,0.0,4.68
357,Forza Motorsport 4,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64
358,Portal 2,Shooter,Valve Software,2.57,1.46,0.030000000000000002,0.53,4.6
359,Spider-Man,Action,Activision,3.0,1.39,0.02,0.18,4.59
360,Max Payne,Shooter,Take-Two Interactive,2.9899999999999998,1.27,0.05,0.27,4.58
361,Luigi's Mansion: Dark Moon,Action,Nintendo,1.78,1.39,1.1,0.3,4.58
362,Lego Batman 3: Beyond Gotham,Action,Warner Bros. Interactive Entertainment,1.94,2.06,0.0,0.6,4.58
363,Splatoon,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57
364,Namco Museum: 50th Anniversary,Misc,Namco Bandai Games,2.52,1.48,0.0,0.56,4.57
365,SoulCalibur II,Fighting,Namco Bandai Games,2.83,1.12,0.27,0.33,4.5600000000000005
366,pro evolution soccer 2011,Sports,Konami Digital Entertainment,0.55,2.28,0.91,0.78,4.52
367,Call of Duty: Finest Hour,Shooter,Activision,2.6,1.6,0.01,0.29,4.5
368,Marvel: Ultimate Alliance,Role-Playing,Activision,4.02,0.08,0.0,0.4,4.5
369,World Soccer Winning Eleven 9,Sports,Konami Digital Entertainment,0.18,2.59,0.92,0.8,4.5
370,Pitfall!,Platform,Activision,4.21,0.24,0.0,0.05,4.5
371,Ben 10: Protector of Earth,Action,D3Publisher,1.56,1.69,0.0,1.24,4.49
372,Uncharted: The Nathan Drake Collection,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47
373,Ratatouille,Action,THQ,2.05,1.37,0.0,1.0,4.46
374,God of War,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45
375,Nintendo Land,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44
376,Dragon Quest V: Tenkuu no Hanayome,Role-Playing,Enix Corporation,0.0,0.0,4.43,0.01,4.4399999999999995
377,LEGO The Lord of the Rings,Action,Warner Bros. Interactive Entertainment,1.87,2.0,0.0,0.5499999999999999,4.43
378,The Sims 2,Simulation,Electronic Arts,2.73,1.12,0.0,0.5900000000000001,4.42
379,SpongeBob SquarePants: Battle for Bikini Bottom,Platform,THQ,3.15,1.07,0.0,0.21000000000000002,4.42
380,Tekken 6,Fighting,Namco Bandai Games,2.06,1.44,0.32,0.59,4.41
381,FIFA Soccer 2004,Sports,Electronic Arts,0.9199999999999999,2.8699999999999997,0.04,0.56,4.4
382,Skylanders: Trap Team,Action,Activision,2.16,1.77,0.0,0.46,4.4
383,Midnight Club 3: DUB Edition,Racing,Take-Two Interactive,2.26,1.32,0.0,0.8200000000000001,4.4
384,BioShock Infinite,Shooter,Take-Two Interactive,2.2199999999999998,1.5599999999999998,0.060000000000000005,0.54,4.39
385,Zelda II: The Adventure of Link,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38
386,Left 4 Dead 2,Shooter,Electronic Arts,2.67,1.21,0.05,0.41,4.36
387,Resistance: Fall of Man,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35
388,Fable II,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31
389,Guitar Hero: Aerosmith,Misc,Activision,3.38,0.43000000000000005,0.0,0.49,4.3
390,Dishonored,Action,Bethesda Softworks,2.23,1.48,0.07,0.52,4.3
391,Hitman 2: Silent Assassin,Action,Eidos Interactive,2.22,1.5599999999999998,0.04,0.45999999999999996,4.28
392,Need for Speed: The Run,Action,Electronic Arts,1.52,2.07,0.04,0.64,4.27
393,Halo 5: Guardians,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26
394,Battlefield: Hardline,Shooter,Electronic Arts,1.71,1.8,0.22000000000000003,0.54,4.26
395,ESPN NFL 2K5,Sports,Sega,3.69,0.13999999999999999,0.0,0.43,4.25
396,Super Mario 3D World,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25
397,SimCity 2000,Simulation,Maxis,1.96,1.33,0.77,0.18,4.24
398,Metal Gear Solid 3: Snake Eater,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23
399,Daxter,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22
400,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Action,Take-Two Interactive,2.69,1.2200000000000002,0.0,0.31,4.21
401,Warcraft II: Tides of Darkness,Strategy,Activision,1.7,2.27,0.0,0.23,4.21
402,Uncharted 4: A Thief's End,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2
403,Gran Turismo 5 Prologue,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2
404,EyeToy Play,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2
405,Hitman: Absolution,Action,Square Enix,1.3,2.14,0.08,0.66,4.2
406,The Beatles: Rock Band,Misc,MTV Games,2.83,0.93,0.0,0.42,4.18
407,Sonic Generations,Platform,Sega,1.77,1.83,0.03,0.53,4.17
408,Tennis,Sports,Nintendo,1.23,0.41,2.46,0.06,4.16
409,Excitebike,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16
410,FIFA Soccer 2003,Sports,Electronic Arts,0.76,2.71,0.05,0.65,4.16
411,Tomb Raider III: Adventures of Lara Croft,Action,Eidos Interactive,2.25,1.61,0.12,0.18,4.16
412,The Evil Within,Action,Bethesda Softworks,1.5,1.84,0.24,0.56,4.15
413,Call Of Duty 2: Big Red One,Shooter,Activision,2.39,1.3900000000000001,0.01,0.32,4.12
414,Tony Hawk's Underground 2,Sports,Activision,2.46,1.33,0.01,0.31,4.11
415,Mortal Kombat X,Fighting,Warner Bros. Interactive Entertainment,2.48,1.01,0.0,0.6,4.1000000000000005
416,The Legend of Zelda: Skyward Sword,Action,Nintendo,2.14,1.2,0.37,0.4,4.1
417,Street Fighter II Turbo,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1
418,World of Warcraft: The Burning Crusade,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09
419,Star Wars: The Force Unleashed II,Action,LucasArts,2.5,1.1600000000000001,0.0,0.42,4.08
420,Rhythm Heaven,Misc,Nintendo,0.71,0.51,2.7,0.15000000000000002,4.07
421,God of War II,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
422,Ratchet & Clank: Size Matters,Platform,Sony Computer Entertainment,1.5299999999999998,1.5,0.13,0.9,4.06
423,Forza Motorsport 2,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06
424,Namco Museum Vol.3,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05
425,Tekken Tag Tournament,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05
426,Dragon Ball Z: Budokai Tenkaichi 3,Fighting,Atari,1.48,0.37,1.02,1.1800000000000002,4.04
427,Star Fox 64,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03
428,Dead Space,Action,Electronic Arts,1.94,1.6,0.0,0.49,4.03
429,Rugrats in Paris: The Movie,Action,THQ,2.36,1.4200000000000002,0.0,0.24000000000000002,4.02
430,Tetris Worlds,Puzzle,THQ,2.5300000000000002,1.14,0.0,0.34,4.01
431,Professor Layton and the Diabolical Box,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0
432,BioShock 2,Shooter,Take-Two Interactive,2.32,1.21,0.04,0.45,4.0
433,Burnout 3: Takedown,Racing,Electronic Arts,2.07,1.54,0.0,0.38,3.99
434,Max Payne 3,Shooter,Take-Two Interactive,1.5999999999999999,1.78,0.06999999999999999,0.52,3.9899999999999998
435,Tom Clancy's Ghost Recon,Shooter,Ubisoft,2.87,0.9,0.0,0.2,3.9899999999999998
436,The Sims 2: Pets,Simulation,Electronic Arts,1.77,1.44,0.0,0.77,3.98
437,Disney Infinity 2.0: Marvel Super Heroes,Action,Disney Interactive Studios,1.94,1.52,0.0,0.49,3.95
438,Tom Clancy's Rainbow Six: Vegas,Shooter,Ubisoft,1.98,1.37,0.05,0.56,3.95
439,World Soccer Winning Eleven 8 International,Sports,Konami Digital Entertainment,0.23,1.91,1.12,0.68,3.94
440,NBA Live 2005,Sports,Electronic Arts,3.19,0.35,0.0,0.39999999999999997,3.94
441,Mortal Kombat vs. DC Universe,Fighting,Midway Games,3.01,0.54,0.0,0.38,3.9299999999999997
442,EA Sports Active,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92
443,007: Quantum of Solace,Action,Activision,1.8399999999999999,1.35,0.04,0.68,3.92
444,Donkey Kong Land,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91
445,The Elder Scrolls Online,Role-Playing,Bethesda Softworks,1.75,1.6400000000000001,0.0,0.49,3.89
446,Wheel of Fortune,Misc,Hasbro Interactive,2.96,0.67,0.0,0.25,3.89
447,Monster Hunter 4 Ultimate,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89
448,MotorStorm,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88
449,Sports Champions,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87
450,Mario Bros.,Platform,Nintendo,1.99,0.21,1.63,0.04,3.87
451,Mortal Kombat: Deadly Alliance,Fighting,Midway Games,2.9,0.75,0.0,0.19999999999999998,3.87
452,Injustice: Gods Among Us,Fighting,Warner Bros. Interactive Entertainment,2.12,1.25,0.01,0.5,3.87
453,Tekken 5,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87
454,Destiny: The Taken King,Shooter,Activision,1.97,1.3,0.06,0.51,3.8699999999999997
455,UFC 2009 Undisputed,Fighting,THQ,2.55,0.8400000000000001,0.01,0.43,3.84
456,Namco Museum Vol.1,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84
457,Flash Focus: Vision Training in Minutes a Day,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84
458,Mario & Luigi: Bowser's Inside Story,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83
459,The Legend of Zelda: Link's Awakening,Action,Nintendo,2.21,0.96,0.54,0.13,3.83
460,Big Brain Academy: Wii Degree,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82
461,Resident Evil Director's Cut,Action,Virgin Interactive,1.82,1.24,0.51,0.25,3.81
462,Nintendogs + cats,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81
463,Madden NFL 2001,Sports,Electronic Arts,3.37,0.15000000000000002,0.05,0.25,3.81
464,Sonic Mega Collection Plus,Misc,Sega,2.15,1.4,0.0,0.26,3.81
465,Resident Evil 3: Nemesis,Action,Eidos Interactive,1.36,0.79,1.54,0.11,3.8000000000000003
466,Tom Clancy's Rainbow Six: Vegas 2,Shooter,Ubisoft,2.22,1.08,0.060000000000000005,0.44,3.79
467,Chrono Trigger,Role-Playing,SquareSoft,0.97,0.2,2.51,0.09999999999999999,3.7800000000000002
468,Dragon Ball Z: Budokai,Fighting,Atari,2.7,0.42000000000000004,0.55,0.1,3.78
469,WWE SmackDown vs. RAW 2007,Fighting,THQ,2.17,1.11,0.03,0.44,3.7600000000000002
470,The Sims: Unleashed,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76
471,Super Paper Mario,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76
472,Saints Row IV,Action,Deep Silver,1.9100000000000001,1.29,0.13,0.45,3.76
473,Mortal Kombat Trilogy,Fighting,GT Interactive,2.7,0.9199999999999999,0.0,0.13,3.75
474,Need for Speed: Hot Pursuit 2,Racing,Electronic Arts,3.04,0.51,0.02,0.13999999999999999,3.73
475,The Sims,Simulation,Electronic Arts,2.08,1.3800000000000001,0.0,0.27,3.73
476,Spyro: Year of the Dragon,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71
477,Pokémon Trading Card Game,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7
478,Sonic's Ultimate Genesis Collection,Misc,Sega,2.19,1.08,0.0,0.44,3.7
479,Friend Collection,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67
480,Tom Clancy's Rainbow Six: Siege,Shooter,Ubisoft,1.3900000000000001,1.68,0.13,0.46,3.66
481,Cars 2,Racing,Disney Interactive Studios,1.99,1.24,0.04,0.39,3.66
482,Banjo-Kazooie,Platform,Nintendo,1.87,1.14,0.55,0.1,3.6599999999999997
483,Pro Evolution Soccer 2012,Action,Konami Digital Entertainment,0.64,1.58,0.93,0.51,3.65
484,SOCOM: U.S. Navy SEALs,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65
485,Doom II: Hell on Earth,Shooter,Virgin Interactive,2.0799999999999996,1.41,0.0,0.16,3.65
486,Gran Turismo 6,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64
487,High School Musical: Sing It!,Misc,Disney Interactive Studios,1.63,0.53,0.0,1.49,3.64
488,Jak and Daxter: The Precursor Legacy,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64
489,Prince of Persia: The Sands of Time,Action,Ubisoft,1.81,1.46,0.0,0.36,3.6300000000000003
490,Wolfenstein: The New Order,Shooter,Bethesda Softworks,1.24,1.81,0.05,0.53,3.63
491,Pokemon Snap,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63
492,Rocksmith 2014,Misc,Ubisoft,2.1799999999999997,0.93,0.05,0.45,3.62
493,Mass Effect,Role-Playing,Microsoft Game Studios,1.83,1.3900000000000001,0.03,0.36,3.6100000000000003
494,Cooking Mama 2: Dinner With Friends,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61
495,Luigi's Mansion,Action,Nintendo,2.38,0.67,0.46,0.1,3.6
496,Mario Tennis,Sports,Nintendo,1.28,0.64,1.52,0.14,3.59
497,Sonic & Sega All-Stars Racing,Racing,Sega,1.45,1.71,0.0,0.43,3.58
498,WWF SmackDown!,Fighting,THQ,2.01,1.35,0.06,0.16,3.58
499,Croc: Legend of the Gobbos,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56
500,The Getaway,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
501,WWE SmackDown vs. Raw 2011,Fighting,THQ,1.6400000000000001,1.33,0.01,0.54,3.54
502,James Bond 007: Everything or Nothing,Shooter,Electronic Arts,1.72,1.37,0.09,0.35000000000000003,3.54
503,Left 4 Dead,Shooter,Electronic Arts,2.66,0.52,0.05,0.3,3.54
504,Just Cause 2,Action,Square Enix,1.04,1.89,0.08,0.53,3.5300000000000002
505,Iron Man,Action,Sega,2.07,0.9199999999999999,0.0,0.56,3.5300000000000002
506,Spyro 2: Ripto's Rage!,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52
507,Donkey Kong Country 3: Dixie Kong's Double Trouble!,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51
508,Kung Fu,Action,Nintendo,1.64,0.38,1.42,0.06,3.5
509,Clubhouse Games,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5
510,Far Cry 2,Action,Ubisoft,1.15,1.8399999999999999,0.03,0.48,3.49
511,Deus Ex: Human Revolution,Shooter,Square Enix,1.57,1.38,0.09000000000000001,0.45,3.4899999999999998
512,Avatar: The Game,Action,Ubisoft,1.4000000000000001,1.56,0.0,0.51,3.48
513,Guitar Hero: On Tour,Misc,Activision,2.11,1.01,0.01,0.35,3.48
514,Mafia II,Action,Take-Two Interactive,1.51,1.45,0.04,0.47000000000000003,3.47
515,Madagascar,Platform,Activision,2.38,0.92,0.0,0.16,3.45
516,Tekken 4,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
517,Monster Hunter 4,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44
518,Shrek 2,Platform,Activision,2.25,1.08,0.04,0.07,3.43
519,LittleBigPlanet 2,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42
520,Grand Theft Auto 2,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42
521,Spider-Man 3,Platform,Activision,2.35,0.63,0.030000000000000002,0.42,3.42
522,Mortal Kombat 3,Fighting,Acclaim Entertainment,2.51,0.76,0.02,0.13,3.42
523,A Bug's Life,Platform,Sony Computer Entertainment,2.45,0.85,0.0,0.12,3.42
524,Final Fantasy XIII-2,Role-Playing,Square Enix,1.1400000000000001,1.05,0.91,0.32,3.42
525,F-1 Race,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41
526,Band Hero,Misc,Activision,1.88,1.01,0.0,0.52,3.4
527,Ghostbusters: The Video Game,Action,Atari,1.94,0.89,0.0,0.59,3.39
528,Crash Bash,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39
529,Peter Jackson's King Kong: The Official Game of the Movie,Action,Ubisoft,1.72,1.28,0.0,0.39,3.39
530,Crysis 2,Action,Electronic Arts,1.31,1.52,0.08,0.45999999999999996,3.39
531,The Legend of Zelda: Spirit Tracks,Action,Nintendo,1.43,0.94,0.74,0.27,3.38
532,Pure,Racing,Disney Interactive Studios,1.7999999999999998,1.18,0.0,0.39,3.38
533,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Action,Activision,2.21,0.76,0.01,0.4,3.37
534,Rayman Legends,Platform,Ubisoft,0.96,1.85,0.03,0.5,3.3600000000000003
535,NCAA Football 07,Sports,Electronic Arts,2.84,0.16999999999999998,0.0,0.33,3.36
536,The Legend of Zelda: Majora's Mask,Action,Nintendo,1.9,0.67,0.73,0.06,3.36
537,Professor Layton and the Unwound Future,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36
538,X-Men Legends,Role-Playing,Activision,2.03,1.07,0.0,0.26,3.36
539,Rugrats: Search For Reptar,Adventure,THQ,1.63,1.53,0.0,0.18,3.34
540,Final Fantasy XIV: A Realm Reborn,Role-Playing,Square Enix,1.54,1.03,0.36000000000000004,0.42000000000000004,3.34
541,WWE SmackDown! vs. RAW 2006,Fighting,THQ,1.81,1.12,0.04,0.36,3.34
542,Burnout Paradise,Racing,Electronic Arts,1.6400000000000001,1.22,0.03,0.44999999999999996,3.33
543,Ratchet & Clank,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
544,English Training: Have Fun Improving Your Skills!,Misc,Nintendo,0.0,0.99,2.32,0.02,3.33
545,Rage,Shooter,Bethesda Softworks,1.43,1.38,0.09,0.42,3.3200000000000003
546,Mario Party 9,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32
547,SSX,Sports,Electronic Arts,1.51,1.31,0.08,0.4,3.31
548,Dead Space 2,Shooter,Electronic Arts,1.7999999999999998,1.1,0.0,0.39,3.29
549,Tomb Raider: Underworld,Action,Eidos Interactive,1.37,1.4000000000000001,0.060000000000000005,0.48,3.29
550,Gran Turismo (PSP),Racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27
551,Wii Music,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27
552,Command & Conquer: Red Alert,Strategy,Virgin Interactive,1.6,1.5,0.0,0.17,3.2600000000000002
553,Monster Hunter X,Action,Capcom,0.25,0.19,2.78,0.04,3.26
554,Space Invaders,Shooter,Atari,2.57,0.2,0.46,0.03,3.26
555,Harry Potter and the Half-Blood Prince,Action,Electronic Arts,1.12,1.31,0.0,0.82,3.24
556,Tekken,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
557,WWE 2K15,Sports,Take-Two Interactive,1.4,1.4000000000000001,0.0,0.43,3.23
558,Plants vs. Zombies: Garden Warfare,Shooter,Electronic Arts,1.33,1.48,0.02,0.41000000000000003,3.23
559,Rayman Origins,Platform,Ubisoft,1.1300000000000001,1.63,0.01,0.46,3.22
560,Yokai Watch 2 Ganso/Honke,Role-Playing,Nintendo,0.03,0.0,3.18,0.0,3.22
561,Missile Command,Shooter,Atari,2.81,0.34,0.0,0.06,3.21
